// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx837 lowToMid F T T F F T T F F F T F T F F F F F F F
trainEx256 lowToMid F T T F F T F F F F T T T T F F F T T F
trainEx277 lowToMid F T F F F T T F F F T T T T T F F T F F
trainEx876 lowToMid F T T F F T T F F F T T T T T T F T T F
trainEx889 midToHigh F T F F F F F F F F T F T T T F F F F F
trainEx243 lowToMid F T T F F T T F F F T T F F F F F F F F
trainEx293 midToHigh F F F T F F T F F F T T F T T T T T F F
trainEx747 lowToMid T T F T T T F F F F T T F T T F F T T F
trainEx639 midToHigh F T T F T T F F F F T T T T T T F F F F
trainEx722 lowToMid F T T F F F F F F F T T T T T T F F F F
trainEx668 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx166 lowToMid F T F T F T F F F F T T T T F F F F F F
trainEx141 midToHigh T F F T F T F F F F T T F T F F F T T T
trainEx886 midToHigh F T T F F T T F F F T F T T F F F T T F
trainEx449 midToHigh F T T F F T F F F F T F T T T T F T T T
trainEx456 lowToMid F T F F F T T F F F T T F T F F F F F F
trainEx2 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx188 midToHigh F F F T F F F F F F T F F T T T F T T F
trainEx414 midToHigh F T T F F T F F F F T T T T T F F T F F
trainEx274 lowToMid F T F F T T F F F F T T T F F F F T T F
trainEx153 lowToMid T F F T T T F F F F T T F T T T F F F F
trainEx885 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx118 lowToMid T T T T T T F F F F T T F T T T F F F F
trainEx530 midToHigh T F F T T T F F F F T T F T T T F T T F
trainEx145 lowToMid F T F F F T F F F F T T F T T F F F F F
trainEx93 midToHigh F T F F T T T F F F T T T T T T F F F F
trainEx413 lowToMid F T F T F T T F F F T T T T F F F F F F
trainEx211 midToHigh F F F T F F T F F F T T F T T T F T T F
trainEx270 midToHigh F T F F F F F F F F T F T T T T F T T F
trainEx365 lowToMid F T F F F F F F F F T T T T F F F F F F
trainEx273 lowToMid F T F T F T T F F F T T F T T T F F F F
trainEx438 midToHigh F T T F T T T F F F T T F T T F F T F F
trainEx665 midToHigh T F F T T T F F F F T T F T T T F T F F
trainEx421 midToHigh F T T F F F F F F F T F F T F F F T T T
trainEx465 lowToMid F T T F F T T F F F T T T T T F F T F F
trainEx172 lowToMid F T T F F T T T T F T F F F F F F T F F
trainEx498 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx673 midToHigh F T F T F F F F F F T T T T T T F T F F
trainEx371 midToHigh F T T F F T T F F F T T T T T T F T F F
trainEx495 lowToMid F T F F F T F F F F T T T T T F F T F F
trainEx291 lowToMid F T T F F T T T T F T T F F F F F T F F
trainEx535 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx235 midToHigh F F F T F F F F F F T T F T T T T T F F
trainEx364 midToHigh T T F T T T F F F F T T F T F F F T T T
