// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx290 lowToMid F T F F F F F F F F T T T T T F F F F F
trainEx157 lowToMid F T T F F F F F F F T F T F F F F T T F
trainEx737 lowToMid F T T F T T T T F F T T F F F F F F F F
trainEx564 midToHigh F T F T F T T F F F T T T T T T F T T T
trainEx584 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx364 midToHigh T T F T T T F F F F T T F T F F F T T T
trainEx881 midToHigh F T T F T T F F F F T T F T T F F F F F
trainEx596 midToHigh T F F T F T F F F F T T F T T T F F F F
trainEx405 lowToMid F F F T F F F F F F T T F T T T F T T F
trainEx389 lowToMid F T F F F T T F F F T F F F F F F F F F
trainEx461 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx468 midToHigh F T F F F T T F F F T F T T T F F T T F
trainEx423 lowToMid F T F F F T T T F F T T T F F F F F F F
trainEx46 midToHigh F T F T T T T T F F T T T T T T F F F F
trainEx878 midToHigh F T F T F T F F F F T T F T T T F T F F
trainEx500 midToHigh F T T F F T F F F F T T T F F F F F F F
trainEx457 midToHigh F T F T F F F F F F T F F T T T F T T T
trainEx505 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx811 midToHigh F F F T F F F F F F T T T T T T F T F F
trainEx309 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx630 lowToMid F T F F F T F F F F T T T T F F F F F F
trainEx278 midToHigh F T T F F T F F F F T F T T T F F T T T
trainEx553 midToHigh F T F F F F T F F F T F T T T T F T T F
trainEx674 midToHigh F F F T T T F F F F T F F T T F F T T T
trainEx63 lowToMid F T T F F F F F F F T F T T T F F T T T
trainEx861 midToHigh F T F T T T T F F F T T T T T T F F F F
trainEx77 lowToMid F T F T F T T F F F T T T T T F F F F F
trainEx48 midToHigh F T F T F F F F F F T F F T T T F T T F
trainEx636 lowToMid F T F F F T T F F F T F T T T F F T F F
trainEx737 lowToMid F T T F T T T T F F T T F F F F F F F F
trainEx593 lowToMid F T T F T T F F F F T T F T T F F F F F
trainEx435 lowToMid F T T F F T F F F F T F T T F F F T T F
trainEx689 lowToMid F T T T F T T T T F T T F T T F F F F F
trainEx380 midToHigh F F F F T T F F F F T F F T T T F T T T
trainEx747 lowToMid T T F T T T F F F F T T F T T F F T T F
trainEx537 midToHigh F T F T T T F F F F T F T T F F F T T T
trainEx519 lowToMid F T T F F T F F F F T T T T F F F T T F
trainEx790 midToHigh F T F F F T F F F F T F T T T F F T T T
trainEx346 midToHigh F T F F F T F F F F T F T T T T F T T T
trainEx511 midToHigh F T F F F T T F F F T T T T T F F T T F
trainEx311 lowToMid T T F T T T T F F F T T F T T T F T T F
trainEx731 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx753 lowToMid F F F T F T T T F F T T F T F F F F F F
trainEx241 lowToMid F T T F F T T T F F T T T T F F F F F F
trainEx206 midToHigh F T T T T T T F F F T T F T F F F T T F
trainEx384 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx219 lowToMid F T T F F T T F F F T T T T T F F F F F
trainEx191 lowToMid F T T F T T T F F F T T T T T F F T F F
trainEx781 lowToMid F T F F T T T T F F T T T T T F F F F F
trainEx290 lowToMid F T F F F F F F F F T T T T T F F F F F
trainEx76 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx792 midToHigh F T F T F F F F F F T F T T T T F T T T
trainEx93 midToHigh F T F F T T T F F F T T T T T T F F F F
trainEx153 lowToMid T F F T T T F F F F T T F T T T F F F F
trainEx42 lowToMid F T T F T T T T F F T T F T T T F T F F
trainEx700 midToHigh F F F T F T F F F F T T F T T T F F F F
trainEx831 lowToMid F F F T F F T T T F T T F T T T T F F F
trainEx496 lowToMid F T T F T T T F F F T T T T F F F F F F
trainEx491 lowToMid F T T F F F T F F F T T T T F F F T T F
trainEx395 midToHigh F F F T T F T T T T T F F F F F F T T T
trainEx13 lowToMid F T F F F F F F F F T T T T T F F F F F
trainEx858 midToHigh F T F T T F F F F F T F T T T T F T T T
trainEx41 midToHigh F F F T F F F F F F T F T T T T F T T T
trainEx615 midToHigh F F F T F T T F F F T T T T T T F T T F
trainEx449 midToHigh F T T F F T F F F F T F T T T T F T T T
trainEx848 lowToMid F T T F F T T F F F T T F T T F F T T F
trainEx43 lowToMid F T T F T T T F F F T T F F F F F F F F
trainEx604 lowToMid F T F T F T T T F F T T T T T F F F F F
