// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx379 lowToMid F T F F F T F F F F T T F T T T F T F F
trainEx140 lowToMid F F F F F T T F F F T T T F F F F F F F
trainEx188 midToHigh F F F T F F F F F F T F F T T T F T T F
trainEx22 lowToMid F T T F F F F F F F T F T T F F F T T F
trainEx266 midToHigh F T F T T T F F F F T T T T T T F T F F
trainEx384 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx876 lowToMid F T T F F T T F F F T T T T T T F T T F
trainEx76 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx494 lowToMid F T T F T T F F F F T T T T F F F T T F
trainEx282 midToHigh F F F T F F T F F F T T T T T T F T T F
trainEx594 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx564 midToHigh F T F T F T T F F F T T T T T T F T T T
trainEx880 midToHigh F F F T F F F F F F T F F F F F F T T T
trainEx779 midToHigh F T T F F F T F F F T T T T F F F T T T
trainEx398 lowToMid F T F F F T F F F F T T T T F F F T F F
trainEx564 midToHigh F T F T F T T F F F T T T T T T F T T T
trainEx678 lowToMid F T F T F T T F F F T T T T T F F F F F
trainEx171 midToHigh T T F T T T F F F F T T F T T T F T F F
trainEx356 lowToMid F T F T T F F F F F T F F T F F F T T T
