// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx224 midToHigh F T F F F T F F F F T T T T T T F F F F
trainEx599 lowToMid F T F F F T T F F F T T T T T F F T F F
trainEx349 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx427 midToHigh F T F T F F F F F F T F T T T T F T T T
trainEx786 lowToMid F T T T F T F F F F T T F T F F F T F F
trainEx647 lowToMid F T T F T T F F F F T T T T F F F T F F
trainEx409 midToHigh F T F F F T T F F F T F T F F F F F F F
trainEx508 midToHigh F T T F F T F F F F T F T T T T F T T F
trainEx468 midToHigh F T F F F T T F F F T F T T T F F T T F
trainEx175 midToHigh F T F T T T F F F F T T F T T T F T T F
trainEx121 midToHigh T T F T F F F F F F T T F T T F F F F F
trainEx833 midToHigh F T T F F F F T F F F F T T T T F T T T
trainEx730 midToHigh F T T F F F F F F F T F T T T T F T T F
trainEx164 lowToMid F T F T F T T F F F T T F T T T T F F F
trainEx476 lowToMid T T F T F T F F F F T T F F F F F F F F
trainEx625 midToHigh F T F F T T F F F F T T T T T T F F F F
trainEx212 midToHigh F T T F T T T F F F T F T T T F F T T T
trainEx91 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx331 midToHigh T T F T F T T F F F T T F T T T F T F F
trainEx715 lowToMid F T T F F T T T F F T F T T F F F T F F
trainEx303 lowToMid F T F F F T T T T F T T F T T F F F F F
