// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx432 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx374 lowToMid F T F F F T F F F F T T T T F F F F F F
trainEx465 lowToMid F T T F F T T F F F T T T T T F F T F F
trainEx482 lowToMid F T F F T T T F F F T T T F F F F T F F
trainEx30 lowToMid F T T F F T T T T F T T F T F F F F F F
trainEx33 midToHigh T F F T F T T F F F T T T T T T F F F F
trainEx91 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx545 midToHigh F T T F F T F F F F T F T T T T F T T T
trainEx858 midToHigh F T F T T F F F F F T F T T T T F T T T
trainEx165 midToHigh F T F F F T T F F F T F T T F F F T T F
trainEx284 midToHigh F T T F F F T F F F T F F T F F F T T F
trainEx726 midToHigh F F F T F F F F F F T F T T F F F T T T
trainEx687 midToHigh F T T F F F T F F F T F T T F F F T T T
trainEx250 lowToMid F T T F F F F F F F T F T F F F F T T T
trainEx60 midToHigh F T F F F T F T F F T T F T F F F F F F
trainEx266 midToHigh F T F T T T F F F F T T T T T T F T F F
trainEx540 midToHigh F F F T T F T T T T T F F F F F F T T T
trainEx557 midToHigh F F F T F F F F F F T F F T F F F T T T
trainEx800 lowToMid F T T F T T F F F F T T T F F F F F F F
trainEx65 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx790 midToHigh F T F F F T F F F F T F T T T F F T T T
trainEx264 lowToMid F T T F F T T F F F T F F T F F F F F F
trainEx837 lowToMid F T T F F T T F F F T F T F F F F F F F
trainEx362 midToHigh F T T T F F T T F F T F F T T T F T T T
trainEx32 midToHigh F T F F F F F F F F T F T T T T F T T T
trainEx513 midToHigh F F F T F T T F F F T F F T T T F T T F
trainEx639 midToHigh F T T F T T F F F F T T T T T T F F F F
trainEx192 lowToMid F T F F F T T F F F T T T T T F F F F F
trainEx839 midToHigh F T T F F T F F F F T T T T F F F F F F
trainEx716 lowToMid F T F F F T T T T F T F F T F F F F F F
trainEx647 lowToMid F T T F T T F F F F T T T T F F F T F F
trainEx694 midToHigh F T F F F F T F F F T T T T T T F T F F
trainEx441 lowToMid F T F F F T F F F F T T T T T T F F F F
trainEx781 lowToMid F T F F T T T T F F T T T T T F F F F F
trainEx713 midToHigh F T T F F T F F F F T T T T F F F F F F
trainEx635 lowToMid F F F T F T F F F F T T T T T F F T T F
trainEx365 lowToMid F T F F F F F F F F T T T T F F F F F F
trainEx561 lowToMid F T T F F T T F F F T T T T T T F F F F
trainEx485 midToHigh F T T F T T F F F F T T T T T T F F F F
trainEx209 midToHigh F T F F F F T F F F T F F T T T F F F F
trainEx163 lowToMid T T T T T T F F F F T T F T T T F T T F
trainEx316 lowToMid T T T T F T F F F F T T F T T F F F F F
trainEx781 lowToMid F T F F T T T T F F T T T T T F F F F F
trainEx752 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx644 lowToMid F T F F F F F F F F T F T T F F F T T T
trainEx538 lowToMid F T T T F T T F F F T T T T T T F T F F
trainEx662 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx154 lowToMid F T F F T T F F F F T T F T T F F T F F
trainEx886 midToHigh F T T F F T T F F F T F T T F F F T T F
trainEx370 lowToMid F F F F F T T T F F T T F T F F F F F F
trainEx809 midToHigh F F F T F F T F F F T F F T T T F T T F
trainEx431 midToHigh T T F T F T F F F F T T F T T T F T F F
trainEx176 midToHigh F T T F F T F F F F T T T T T F F F F F
trainEx564 midToHigh F T F T F T T F F F T T T T T T F T T T
trainEx541 midToHigh F T T F F F F F F F T T T T T T F T F F
trainEx756 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx18 midToHigh F T F F F T F F F F T T F T T T F F F F
trainEx620 lowToMid F T F F F F T F F F T F T T T F F F F F
trainEx294 lowToMid F T T T T T T T T F T T T T T F F F F F
trainEx857 lowToMid T T T T F T F F F F T T F T T F F T F F
trainEx402 lowToMid F T F T F T T T F F T T T T T T F T T F
trainEx675 lowToMid F T F F F F F F F F T F F T T T F T T F
trainEx891 lowToMid F T F T F T F F F F T T T T T T F T F F
trainEx201 lowToMid F T F F F T T F F F T T T T T F F F F F
trainEx184 midToHigh F F F F F T T F F F T T T T F F F F F F
trainEx786 lowToMid F T T T F T F F F F T T F T F F F T F F
trainEx807 midToHigh F F F T T F F F F F T T F T T T F T T F
trainEx872 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx591 lowToMid F T F T T T F F F F T T T T T F F T F F
trainEx144 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx774 lowToMid T T F T T T F F F F T T F T F F F T T F
trainEx514 lowToMid F T T F F T T F F F T F F F F F F F F F
trainEx830 midToHigh T T F T F T F F F F T T F T T T F F F F
trainEx599 lowToMid F T F F F T T F F F T T T T T F F T F F
trainEx230 midToHigh T T F T T T T T F F T T F T T T F F F F
trainEx742 midToHigh F F F T F F T F F F T F T T T T F T T T
trainEx196 lowToMid F T T F F T T F F F T F T T F F F T T F
trainEx532 lowToMid F T F T F T T F F F T T F T F F F F F F
trainEx414 midToHigh F T T F F T F F F F T T T T T F F T F F
trainEx387 midToHigh F T F F F T T F F F T F T T F F F T T F
trainEx790 midToHigh F T F F F T F F F F T F T T T F F T T T
trainEx219 lowToMid F T T F F T T F F F T T T T T F F F F F
trainEx621 lowToMid F T T F T F F F F F T F T T F F F T T T
trainEx175 midToHigh F T F T T T F F F F T T F T T T F T T F
trainEx627 midToHigh F T F T F F F F F F T T F T T T F T T F
trainEx181 midToHigh F T F F F T F F F F T F T T T T F T F F
trainEx709 midToHigh F T T F T T T F F F T F T T T T F T T T
trainEx7 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx866 midToHigh F T T F F T F T F F T T F T T T T T F F
trainEx85 lowToMid F T T F T T T F F F T T T T F F F F F F
trainEx751 lowToMid F T T F F T F F F F T F T F F F F F F F
trainEx445 lowToMid F T T F T T T F F F T T T F F F F F F F
trainEx232 midToHigh F T F F F F T F F F T T F T T T F T F F
trainEx304 midToHigh F T T T F T T F F F T T F F F F F F F F
trainEx6 midToHigh F T T F T T T F F F T T F T T F F T F F
trainEx844 lowToMid F T F F F T F F F F T T F T T T F T T F
trainEx784 lowToMid F T T T T T F T F F T T F T T T F T F F
trainEx220 lowToMid F T F T F T T T F F T T T T F F F F F F
trainEx541 midToHigh F T T F F F F F F F T T T T T T F T F F
trainEx160 midToHigh F T F T F T F F F F T T T T F F F F F F
trainEx258 midToHigh F T T F F F F F F F T T T T T F F T T F
trainEx189 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx555 lowToMid F T T F F T F F F F T T T T T F F F F F
trainEx775 midToHigh F F F T F T F F F F T F T T T T F T T T
trainEx725 lowToMid F T T T F T F T F F T T F T T F F F F F
trainEx525 midToHigh F T F F F T F F F F T F F T T T F T T F
trainEx332 midToHigh T T F T F T F F F F T T F T T T F F F F
trainEx749 midToHigh F F F T F T T F F F T F F T F F F T T F
trainEx143 lowToMid F F F T F T F F F F T T F F F F F F F F
trainEx625 midToHigh F T F F T T F F F F T T T T T T F F F F
trainEx346 midToHigh F T F F F T F F F F T F T T T T F T T T
trainEx195 lowToMid F T T F F T T T T F T T F F F F F F F F
trainEx374 lowToMid F T F F F T F F F F T T T T F F F F F F
trainEx275 midToHigh F F F T F F T F F F T F T T T T F T T F
trainEx732 lowToMid F T F T F T T F F F T T T T F F F F F F
trainEx170 midToHigh F F F T F T T F F F T F T T T T F T T T
trainEx869 lowToMid F T T T F T T T T F T T F F F F F F F F
trainEx722 lowToMid F T T F F F F F F F T T T T T T F F F F
trainEx854 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx890 midToHigh F T T F F F F F F F T F T T T F F T T T
trainEx361 lowToMid T T F T T T F F F F T T F T F F F F F F
trainEx743 lowToMid F T T F T F F F F F T T F F F F F T F F
trainEx242 midToHigh F F F T T F F F F F T F T T T T F T T T
trainEx200 midToHigh F T F F T T F F F F T T F T F F F T F F
trainEx443 midToHigh F T F F F T F F F F T T T T T T F F F F
trainEx727 midToHigh T F F T F F F F F F T F F T T T F T T T
trainEx396 midToHigh F T T F F F F F F F T F T T T F F T T T
trainEx310 lowToMid T T T T T T F F F F T T F T F F F T T F
trainEx555 lowToMid F T T F F T F F F F T T T T T F F F F F
trainEx865 midToHigh F F F T F T F F F F T T F T T T F T T F
trainEx769 midToHigh F F F T T T F F F F T T F T F F F T T T
trainEx331 midToHigh T T F T F T T F F F T T F T T T F T F F
trainEx831 lowToMid F F F T F F T T T F T T F T T T T F F F
trainEx715 lowToMid F T T F F T T T F F T F T T F F F T F F
trainEx465 lowToMid F T T F F T T F F F T T T T T F F T F F
trainEx109 lowToMid F T T F F T F F F F T T F T T F F T F F
trainEx356 lowToMid F T F T T F F F F F T F F T F F F T T T
trainEx402 lowToMid F T F T F T T T F F T T T T T T F T T F
trainEx575 lowToMid F T F T T T T T T F T T T T T T F T F F
trainEx86 midToHigh F T F F T T T F F F T T T T T T F T T F
trainEx860 lowToMid T T T T F F F F F F T T F F F F F T F F
trainEx809 midToHigh F F F T F F T F F F T F F T T T F T T F
trainEx290 lowToMid F T F F F F F F F F T T T T T F F F F F
trainEx85 lowToMid F T T F T T T F F F T T T T F F F F F F
