// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx432 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx38 lowToMid F T F T F T F F F F T T F T F F F F F F
trainEx841 lowToMid F T F F F F F F F F T F T F F F F F F F
trainEx772 midToHigh F T T T T T T F F F T T T T T T F T T T
trainEx458 midToHigh F F F T F T T F F F T T T T F F F F F F
trainEx364 midToHigh T T F T T T F F F F T T F T F F F T T T
trainEx543 midToHigh F F F F F F T F F F T T T T T T F T T F
trainEx58 midToHigh T T T T F T T F F F T T F T T F F T F F
trainEx139 lowToMid F T T F T T F F F F T T T T T F F T T F
trainEx582 midToHigh F T F T F T F F F F T F F T T F F T T F
trainEx214 midToHigh T T F T F T F F F F T T F T T T F T T T
trainEx584 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx838 midToHigh F T F F F F T F F F F F T T T F F T T T
trainEx632 lowToMid F T T F F T F F F F T T F T T T T F F F
trainEx664 lowToMid F T F F F T F F F F T T T F F F F F F F
trainEx77 lowToMid F T F T F T T F F F T T T T T F F F F F
trainEx17 lowToMid F T T F T F F F F F T F T F F F F T T T
trainEx439 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx408 lowToMid F F F F F F T F F F T T T T T F F T F F
trainEx117 lowToMid F T F T T T F F F F T T F T F F F T T F
trainEx393 midToHigh F F F T T T T F F F T T F T T F F T F F
trainEx472 lowToMid T F F T F T F F F F T T F T T T F T F F
trainEx81 lowToMid F T T F F T T F F F T T F T T F F F F F
trainEx11 lowToMid F T T F F F F F F F T F T T T F F F F F
trainEx508 midToHigh F T T F F T F F F F T F T T T T F T T F
trainEx334 lowToMid F T T F F T T T T F T T F T F F F F F F
trainEx69 midToHigh T F F T F T F F F F T T F T T T F T F F
trainEx212 midToHigh F T T F T T T F F F T F T T T F F T T T
trainEx409 midToHigh F T F F F T T F F F T F T F F F F F F F
trainEx338 midToHigh T F F T F T F F F F T T F F F F F T F F
trainEx545 midToHigh F T T F F T F F F F T F T T T T F T T T
trainEx823 midToHigh T T F T F T T F F F T T F T T T F T T T
trainEx46 midToHigh F T F T T T T T F F T T T T T T F F F F
trainEx167 midToHigh T T T T T T T T F F T T F T F F F T F F
